"DATA_YEAR","SUSPECT_USING_ID","OFFENSE_ID"
2019,4,145092737
2019,4,145092767
2019,4,145092769
2019,4,145090899
2019,4,145092815
2019,4,145092825
2019,4,145092831
2019,4,145092840
2019,3,145090973
2019,4,145092857
2019,4,145092862
2019,4,145092867
2019,4,145092869
2019,4,145091012
2019,4,145091018
2019,4,145092907
2019,4,145092910
2019,4,145091052
2019,3,145092934
2019,4,145091076
2019,4,145092948
2019,4,145092947
2019,4,145091087
2019,4,145092956
2019,4,145093181
2019,4,145093185
2019,4,145106410
2019,4,145093201
2019,4,145101310
2019,4,145093226
2019,4,145093237
2019,4,145093238
2019,4,145093256
2019,4,145093257
2019,4,145093261
2019,4,145093270
2019,4,145093275
2019,4,145106537
2019,4,145106552
2019,4,145093294
2019,4,145093297
2019,4,145093304
2019,4,145093309
2019,4,145093317
2019,4,145101360
2019,4,145101361
2019,4,145093329
2019,4,145093335
2019,4,145093342
2019,4,145093343
2019,3,145093346
2019,4,145093349
2019,3,145106613
2019,4,145093365
2019,4,145093366
2019,4,145093375
2019,4,145093395
2019,4,145093401
2019,4,145093454
2019,4,145093464
2019,4,145106683
2019,4,145106704
2019,4,145093502
2019,4,145093507
2019,4,145093512
2019,4,145106717
2019,4,145101441
2019,4,145106720
2019,3,145106723
2019,3,145106722
2019,4,145093524
2019,4,145093533
2019,4,145093532
2019,4,145101454
2019,4,145093536
2019,4,145106730
2019,4,145106736
2019,4,145093560
2019,4,145093563
2019,4,145093567
2019,4,145106749
2019,4,145093578
2019,4,145101466
2019,4,145106792
2019,4,145093653
2019,4,145093655
2019,4,145093668
2019,4,145106834
2019,4,145093670
2019,4,145106841
2019,4,145093690
2019,4,145106855
2019,4,145106858
2019,4,145093733
2019,4,145093741
2019,4,145093745
2019,4,145106896
2019,4,145106902
2019,4,145093767
2019,4,145093776
2019,4,145101573
2019,4,145101575
2019,4,145101590
2019,4,145093852
2019,4,145106994
2019,4,145106993
2019,4,145107000
2019,4,145107001
2019,4,145107002
2019,4,145107004
2019,4,145107010
2019,4,145101661
2019,4,145101660
2019,4,145107026
2019,4,145093944
2019,4,145107044
2019,4,145101684
2019,4,145093983
2019,4,145101691
2019,4,145107063
2019,4,145094000
2019,4,145094032
2019,4,145101734
2019,4,145094065
2019,4,145101897
2019,4,145107222
2019,4,145101907
2019,4,145101906
2019,4,145094236
2019,4,145094252
2019,4,145101954
2019,4,145101966
2019,4,145101965
2019,4,145101976
2019,4,145094280
2019,4,145094285
2019,4,145101990
2019,4,145101996
2019,4,145094317
2019,4,145094331
2019,4,145102068
2019,4,145102082
2019,4,145102093
2019,4,145107317
2019,4,145102099
2019,4,145094396
2019,4,145102133
2019,4,145107348
2019,4,145102138
2019,4,145102157
2019,4,145102158
2019,4,145107365
2019,1,145094457
2019,4,145094466
2019,4,145094473
2019,4,145107389
2019,4,145094492
2019,4,145094496
2019,4,145094508
2019,4,145094517
2019,4,145102233
2019,4,145102246
2019,4,145102260
2019,4,145094544
2019,4,145102271
2019,3,145107468
2019,4,145094562
2019,4,145107475
2019,4,145102294
2019,4,145102298
2019,4,145102296
2019,4,145102305
