"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2018,122374374,125808253,24,37634927
2018,123303853,126752601,1,38004808
2018,122380806,125798415,24,37634987
2018,122380806,125809690,24,37642311
2018,122380806,125798416,24,37642313
2018,122380806,125809692,24,37634985
2018,123303853,126752602,25,37999008
2018,122374542,125809850,16,37635065
2018,122380970,125809850,18,37642393
2018,122381085,125798641,18,37642436
2018,122381085,125809959,18,37642437
2018,122374643,125809959,18,37638820
2018,122374642,125809959,18,37635110
2018,122374642,125798641,18,37635109
2018,122374643,125798641,18,37638819
2018,122384824,125809992,3,37638830
2018,122374680,125798685,1,37635118
2018,122374679,125798685,26,37638832
2018,123303885,126757125,18,37999041
2018,123296014,126752650,18,38009368
2018,122386365,125808889,3,37642539
2018,122386378,125808901,24,37642549
2018,122374887,125798880,16,37635211
2018,122385788,125809485,24,37639128
2018,122385792,125809490,24,37639130
2018,122387105,125809600,24,37642750
2018,122375404,125799350,24,37645384
2018,122375404,125799351,24,37645385
2018,122386041,125810969,7,37639250
2018,122375459,125799403,24,37645403
2018,122375459,125799404,24,37645404
2018,122391212,125811074,1,37639317
2018,122387336,125814932,16,37642854
2018,122375670,125799604,24,37639387
2018,122375713,125819642,16,37645491
2018,122375732,125815180,24,37645508
2018,122731261,126147567,24,37775323
2018,122720977,126159852,1,37767263
2018,122726525,126159977,9,37770441
2018,122736270,126147873,18,37767342
2018,122731614,126147960,9,37770512
2018,122731627,126160198,1,37770522
2018,122736399,126147992,24,37770524
2018,122736553,126155190,24,37775478
2018,122736560,126155195,3,37767433
2018,122736564,126160368,3,37767437
2018,122736572,126155208,3,37775497
2018,122736588,126148177,3,37767461
2018,122727029,126148187,18,37775526
2018,122736602,126148187,18,37767476
2018,122731807,126148187,18,37767475
2018,122727157,126160571,1,37767533
2018,122727164,126160579,15,37770796
2018,122736690,126160580,25,37770793
2018,122736690,126160579,1,37770794
2018,122727164,126160580,3,37770795
2018,122736779,126160672,24,37775635
2018,122727263,126160674,24,37770842
2018,122736784,126160674,24,37770843
2018,122736809,126155401,18,37767583
2018,122727318,126155401,18,37770864
2018,122736810,126155401,18,37767584
2018,122727319,126155401,18,37770865
2018,122727320,126155401,18,37770866
2018,122732096,126148483,18,37767608
2018,122737125,126161080,3,37767670
2018,122727658,126155623,17,37770980
2018,122732257,126155631,3,37775718
2018,122737540,126161541,24,37771264
2018,122737587,126149087,3,37775862
2018,122728214,126161608,19,37771282
2018,122732534,126161613,1,37767932
2018,122737621,126155920,24,37767934
2018,122738114,126162190,24,37768013
2018,122728889,126164668,1,37771397
2018,122738205,126164707,18,37771415
2018,122738205,126164710,18,37768037
2018,122738205,126164708,24,37768041
2018,122738205,126164712,18,37771416
2018,122728959,126162304,1,37768039
2018,122728959,126164713,18,37771417
2018,122732965,126162353,3,37768057
2018,122728995,126162353,5,37771442
2018,122738234,126156333,3,37768068
2018,122729058,126164800,24,37768097
2018,122738335,126164840,5,37768116
2018,122738502,126164977,18,37768186
2018,122738541,126164996,1,37768199
2018,122729459,126162779,18,37776042
2018,122738647,126162779,18,37768220
2018,122729459,126162780,18,37776043
2018,122738647,126162780,18,37768221
2018,122738647,126165117,18,37768218
2018,122729459,126165117,18,37776041
2018,122738777,126162914,21,37771738
2018,122738870,126162995,3,37771782
2018,122729765,126165379,24,37768353
2018,122729765,126163025,24,37771809
2018,122729765,126163024,24,37768352
2018,122729765,126156675,24,37768351
2018,122729765,126163026,24,37768354
2018,122739001,126163105,1,37771858
2018,122739000,126163105,1,37776177
2018,122738998,126163105,1,37771855
2018,122573610,126001823,3,37708185
2018,122573661,125996160,18,37710534
2018,122573662,125996160,25,37710536
2018,122573662,125996159,18,37710535
2018,122573661,125996159,25,37710533
2018,122573669,126004741,14,37710538
2018,122573668,126004741,14,37710537
2018,122576567,126005278,3,37708358
2018,122569125,126005312,24,37704170
2018,122569125,126005310,24,37704169
2018,122569125,126005311,24,37710725
2018,122574332,126005425,21,37710740
2018,122574410,125996645,18,37710759
2018,122574416,126002494,7,37708379
2018,122578777,125997934,16,37711317
2018,122581622,126007546,17,37711326
2018,122581626,125997962,6,37711327
2018,122581785,126007728,1,37711373
2018,122739155,126163264,19,37768460
2018,122739426,126163512,3,37768520
2018,122739450,126163532,1,37768527
2018,122730363,126165894,1,37768529
2018,122739459,126165894,1,37768535
2018,122730364,126165894,1,37772021
2018,122739469,126157071,1,37768540
2018,122739471,126165905,1,37768541
2018,122730467,126163641,16,37772037
2018,122733779,126166025,15,37776311
2018,122733844,126163682,17,37768630
2018,122730529,126166174,17,37772059
2018,122739758,126163714,17,37768641
2018,122739806,126157254,24,37772076
2018,122730579,126163760,16,37776342
2018,122730579,126157259,16,37776343
2018,122730579,126157260,16,37776344
2018,122733891,126157261,3,37776345
2018,122739827,126163765,16,37772088
2018,122739825,126166228,16,37768679
2018,122739827,126166228,16,37768682
2018,122739825,126163765,16,37768680
2018,122739977,126163877,15,37768748
2018,122730680,126166373,5,37768754
2018,122740004,126163901,25,37776413
2018,122740004,126163902,12,37768758
2018,122740002,126163901,12,37776411
2018,122740002,126163902,25,37768757
2018,122730761,126166459,9,37772191
2018,122740207,126164058,16,37772214
2018,122740210,126164060,15,37768820
2018,122730848,126164067,15,37768822
2018,122740226,126164074,3,37768824
2018,122730979,126164232,24,37772253
2018,122731119,126164377,1,37772306
2018,122734359,126164379,1,37768921
2018,122740514,126157665,24,37768923
2018,122734359,126157665,24,37776523
2018,122740514,126164379,16,37776524
2018,122741091,126167355,18,37769067
2018,122741117,126167381,3,37769077
2018,122741751,126169933,1,37772431
2018,122746180,126167439,16,37769095
2018,122746204,126167463,18,37769111
2018,122746205,126167463,18,37769112
2018,122746209,126170002,18,37769115
2018,122746210,126170002,24,37769116
2018,122746211,126170002,18,37769117
2018,122746237,126167481,18,37769130
2018,122746260,126167501,1,37769143
2018,122746279,126167521,18,37769147
2018,122746633,126167875,1,37769347
2018,122735032,126158280,18,37776691
2018,122746811,126158280,18,37776692
2018,122735031,126158280,18,37776690
2018,122746812,126158280,24,37769390
2018,122735169,126168199,18,37776759
2018,122735169,126168198,18,37776757
2018,122568718,126004715,13,37704045
2018,122568718,125996135,3,37704046
2018,122574032,126002178,24,37710695
2018,122574097,126005186,16,37708337
2018,122576468,126005186,1,37708339
2018,122574097,126005188,1,37710705
2018,122576468,126005188,16,37708341
2018,122574100,126002199,16,37710707
2018,122576468,126002199,1,37708340
2018,122574097,126002199,1,37710704
2018,122574100,126005186,1,37710706
2018,122574100,126005188,1,37708338
2018,122574198,126005287,1,37710721
2018,122574377,126005465,16,37710748
2018,122574377,126005466,16,37710749
2018,122574501,125996694,12,37710775
2018,122574665,125996792,21,37710807
2018,122574876,126005928,16,37710846
2018,122575108,125997041,21,37710880
2018,122576106,126004015,3,37711085
2018,122576106,126004016,3,37711086
2018,122581160,126007103,12,37711103
2018,122581638,126007560,21,37711329
2018,125067884,128551546,3,38731351
2018,125063051,128548802,14,38731350
2018,125067885,128542672,3,38731353
2018,122731305,126159880,21,37770395
2018,122731402,126147710,16,37775381
2018,122726887,126148075,18,37767418
2018,122736559,126160361,24,37775480
2018,122731759,126160361,24,37775483
2018,122736558,126160361,24,37767431
2018,122726968,126160361,24,37775484
2018,105697560,108924390,24,31917521
2018,105702348,108929193,3,31918974
2018,105702554,108929400,24,31919026
2018,105702549,108929400,24,31919025
2018,105703525,108930362,24,31919311
2018,105703701,108930517,3,31919354
2018,105706284,108933037,24,31920040
2018,107704920,110972602,18,32535510
2018,107707008,110974717,14,32535972
2018,107707417,110975130,24,32536088
2018,107707632,110975364,17,32536152
2018,107707839,110975575,3,32536229
2018,107711729,110979419,17,32537159
2018,107711733,110979419,17,32537162
2018,107712024,110979732,15,32537261
2018,107712587,110980290,3,32537397
2018,107712634,110980333,1,32537408
2018,107712780,110980465,17,32537449
2018,107713128,110980813,21,32537532
