"DATA_YEAR","VICTIM_ID","CIRCUMSTANCES_ID","JUSTIFIABLE_FORCE_ID"
2018,112629034,1,
2018,112642877,1,
2018,112643499,1,
2018,112593443,9,
2018,112598061,10,
2018,112693122,1,
2018,112598842,10,
2018,112646605,9,
2018,112600233,10,
2018,112600288,6,
2018,112603915,9,
2018,112600999,1,
2018,112607876,1,
2018,112611248,1,
2018,112611413,1,
2018,112611726,1,
2018,112617274,9,
2018,112617272,9,
2018,112664323,1,
2018,112617595,9,
2018,112617787,10,
2018,112618977,10,
2018,112614059,1,
2018,112619357,9,
2018,112614242,1,
2018,112623268,9,
2018,112623269,9,
2018,112631205,9,
2018,112631206,9,
2018,112628017,9,
2018,112628844,1,
2018,112646623,10,
2018,112646796,9,
2018,112652310,9,
2018,112652312,9,
2018,112652404,9,
2018,112656216,9,
2018,112652407,9,
2018,112656221,1,
2018,112656216,1,
2018,112652484,9,
2018,112656734,9,
2018,112653022,9,
2018,112647387,1,
2018,112647388,6,
2018,112693287,1,
2018,112647756,9,
2018,112649593,10,
2018,112660595,8,
2018,112663254,6,
2018,112650164,6,
2018,112650164,1,
2018,112650183,9,
2018,112666477,9,
2018,112664326,1,
2018,112668456,10,
2018,112673192,9,
2018,112674128,9,
2018,112679505,1,
2018,112691814,1,
2018,112693206,10,
2018,112693207,9,
2018,112685597,10,
2018,112693669,1,
2018,112690197,9,
2018,112690197,1,
2018,112693877,9,
2018,112695711,1,
2018,112701927,1,
2018,112701994,1,
2018,112695801,1,
2018,112698232,10,
2018,112707290,10,
2018,123292836,9,
2018,123301889,6,
2018,123298555,1,
2018,105064180,9,
2018,105066214,10,
2018,105080961,10,
2018,105139031,9,
2018,105141563,1,
2018,113195637,1,
2018,113190773,1,
2018,113190980,10,
2018,113206305,8,
2018,113207825,9,
2018,113208866,9,
2018,113199734,1,
2018,113200501,9,
2018,112676442,6,
2018,112672793,1,
2018,112669135,9,
2018,112673442,1,
2018,112675083,1,
2018,112675286,10,
2018,112692917,1,
2018,112693103,1,
2018,112693176,6,
2018,112693230,10,
2018,112693231,10,
2018,112693237,9,
2018,112693258,9,
2018,112693257,9,
2018,112689711,1,
2018,112693391,2,
2018,112709812,6,
2018,105003198,1,
2018,105010315,9,
2018,105065040,2,
2018,105065887,6,
2018,105027029,6,
2018,105064153,9,
2018,105134604,9,
2018,105136709,1,
2018,105140206,9,
2018,105140276,10,
2018,105132209,9,
2018,105132214,10,
2018,105134176,6,
2018,105138259,9,
2018,105143647,10,
2018,118114536,1,
2018,118114913,10,
2018,118114936,2,
2018,118115024,2,
2018,118117987,1,
2018,118126937,1,
2018,118125470,2,
2018,118125468,2,
2018,112596617,6,
2018,112596875,1,
2018,112590076,9,
2018,112590074,9,
2018,112607125,10,
2018,112600698,1,
2018,112612337,9,
2018,112616436,2,
2018,112616437,9,
2018,112608855,9,
2018,112695886,9,
2018,112706304,9,
2018,112612374,10,
2018,112612454,6,
2018,112706884,1,
2018,112612474,1,
2018,112707136,9,
2018,112612614,1,
2018,112616871,1,
2018,112617024,9,
2018,112613153,1,
2018,112613775,6,
2018,112613869,9,
2018,112618989,9,
2018,112614188,9,
2018,112707492,1,
2018,105001950,4,
2018,105001945,4,
2018,105133054,9,
2018,105139215,10,
2018,105142728,9,
2018,105143501,10,
2018,123292345,9,
2018,123290417,6,
2018,123299708,1,
2018,123316672,9,
2018,123308569,6,
2018,123312924,9,
2018,105716996,3,
2018,105721658,9,
2018,105721662,9,
2018,105721863,6,
2018,118096761,1,
2018,118096782,1,
2018,118096853,1,
2018,118096855,1,
2018,118097341,9,
2018,118097366,9,
2018,118098007,10,
2018,118098036,1,
2018,118111412,1,
2018,118111413,1,
2018,113167261,1,
2018,113167667,1,
2018,113160135,6,
2018,113165385,1,
2018,113160156,2,
2018,113167723,2,
2018,113171626,10,
2018,113178287,1,
2018,113179286,1,
2018,113180986,2,
2018,115416350,1,
2018,115415624,1,
2018,115437556,9,
2018,115437555,9,
2018,113160366,1,
2018,113160455,1,
2018,113165850,1,
2018,113160267,9,
2018,113171505,2,
2018,113169055,9,
2018,113178673,6,
2018,113179193,10,
2018,113181408,1,
2018,113181430,9,
2018,113181434,10,
2018,113181512,1,
2018,113175049,2,
2018,113183398,1,
2018,113183439,1,
2018,113187573,1,
2018,113183853,1,
2018,113188473,1,
2018,113188589,1,
2018,113193574,10,
2018,113195448,2,
2018,113190446,1,
2018,113190446,9,
2018,113195883,1,
2018,113196644,1,
2018,113196815,10,
2018,113196124,10,
2018,113196122,10,
2018,113196120,10,
2018,113190966,10,
2018,113190965,10,
2018,113196891,1,
2018,113206158,1,
2018,113201503,1,
2018,113201573,1,
2018,113201643,1,
2018,113202117,1,
2018,113198095,10,
2018,113198098,1,
2018,113198159,6,
2018,113207900,1,
2018,113198421,10,
2018,113198510,9,
2018,113198677,6,
2018,113208663,9,
2018,113199421,9,
2018,113199444,6,
2018,113199536,1,
2018,113199794,6,
2018,113199794,1,
2018,113200164,10,
2018,113200178,9,
2018,113200307,9,
2018,113209913,9,
2018,113167307,9,
2018,113164860,9,
2018,113160627,6,
2018,113168433,1,
2018,113172162,2,
2018,113176768,2,
2018,113177931,1,
2018,113170355,1,
2018,113173864,1,
2018,113173865,1,
2018,113179722,2,
2018,113182052,9,
2018,113182236,9,
2018,113182666,1,
2018,113182884,1,
2018,113189623,1,
2018,113189919,2,
2018,113189920,2,
2018,113196204,1,
2018,113196983,9,
2018,113206543,1,
2018,118066779,1,
2018,118086264,9,
2018,118084839,1,
2018,118084843,1,
2018,118085077,9,
2018,118085302,2,
2018,118097497,10,
2018,118097498,10,
2018,118097632,1,
2018,118097971,9,
2018,118107062,9,
2018,118101103,10,
2018,118111505,10,
2018,118111506,10,
2018,118115750,9,
2018,118115809,2,
2018,118115872,1,
2018,118121557,9,
2018,118121816,9,
2018,118121880,9,
2018,118121923,2,
2018,118122166,1,
2018,118122190,1,
2018,112612132,9,
2018,112612206,9,
2018,112612205,9,
2018,112612220,9,
2018,112666398,9,
2018,112609011,10,
2018,112667381,9,
2018,122821955,2,
2018,112665183,9,
2018,112613312,2,
2018,112609541,2,
2018,112613364,9,
2018,112617982,9,
2018,112617994,1,
2018,112609832,10,
2018,112613792,9,
2018,112618737,10,
2018,112631191,9,
2018,112631189,9,
2018,112642820,1,
2018,112643213,9,
2018,112643255,9,
2018,112639602,1,
2018,112643472,1,
2018,112635574,9,
2018,112639969,9,
2018,112635653,2,
2018,112643874,9,
2018,112636043,4,
2018,112651256,9,
2018,112646095,10,
2018,112652298,10,
2018,112656183,9,
2018,112652381,9,
2018,112652380,9,
2018,112652382,9,
2018,112652378,9,
2018,112652705,1,
2018,112647908,1,
2018,112648184,9,
2018,112654875,6,
2018,112648758,10,
2018,112648914,1,
2018,112659461,9,
2018,112661891,6,
2018,112666682,1,
2018,112709009,9,
2018,112708995,6,
2018,112709002,6,
2018,112709010,9,
2018,112709841,10,
2018,112709956,10,
2018,118064270,9,
2018,118064362,9,
2018,118090145,1,
2018,118085808,9,
2018,118085810,9,
2018,118085809,9,
2018,118085947,1,
2018,118090402,1,
2018,118096131,10,
2018,118096159,2,
2018,118096212,10,
2018,118096257,6,
2018,118096258,9,
2018,118097223,9,
2018,118097284,9,
2018,118097968,9,
2018,118097970,9,
2018,118098018,1,
2018,118099714,2,
2018,118099713,2,
2018,118103521,2,
2018,118100222,9,
2018,118100362,9,
2018,118100743,10,
2018,118100744,10,
2018,118100745,10,
2018,118100742,10,
2018,118101067,8,
2018,118101065,8,
2018,118111726,8,
2018,118111727,8,
2018,118111725,8,
2018,118111729,2,
2018,118112347,1,
2018,118112408,1,
2018,118112540,1,
2018,118112588,9,
2018,118114756,1,
2018,118114773,1,
2018,118114982,2,
2018,118121191,9,
2018,118121340,1,
2018,118121554,10,
2018,118123006,1,
2018,118125288,1,
2018,118125290,9,
2018,118125290,1,
2018,118125289,1,
2018,118125289,9,
2018,118125288,9,
2018,118131460,9,
2018,118131461,9,
2018,118131462,9,
2018,118098481,2,
2018,118098502,1,
2018,118099331,3,
2018,118099329,3,
2018,118099330,3,
2018,118100994,6,
2018,118100999,2,
2018,118101000,2,
2018,118111272,9,
2018,118121898,1,
2018,118121925,1,
2018,125068298,9,
2018,125061599,9,
2018,125061726,1,
2018,125063587,1,
2018,125068555,9,
2018,125068555,1,
2018,125062008,1,
2018,118084683,2,
2018,118084684,2,
2018,118092346,1,
2018,118084879,1,
2018,118085329,9,
2018,118085431,9,
2018,118100635,10,
2018,118100979,10,
2018,118101029,1,
2018,118111310,9,
2018,118108080,1,
2018,118113604,9,
2018,118115617,1,
2018,115410321,6,
2018,115410321,9,
2018,115405926,1,
2018,115425605,10,
2018,115434757,2,
2018,115445595,1,
2018,115445663,1,
2018,115439295,9,
2018,115446296,1,
2018,115446583,10,
2018,115447372,1,
2018,115447877,10,
2018,115450868,10,
2018,115461702,9,
2018,115461712,10,
2018,115461711,10,
2018,115461933,10,
2018,115461932,10,
2018,118064492,12,1
2018,118064722,1,
2018,118073107,9,
2018,118073506,9,
