"DATA_YEAR","ARRESTEE_ID","WEAPON_ID","NIBRS_ARRESTEE_WEAPON_ID"
2018,30535492,1,30532999
2018,30535525,1,30542014
2018,30535524,1,30542013
2018,30530491,1,30536721
2018,30535536,1,30536732
2018,30530534,1,30536756
2018,30526928,8,30533129
2018,30526935,8,30533136
2018,30526935,7,30542130
2018,30526944,3,30533144
2018,30527167,1,30533344
2018,30535858,1,30542380
2018,30535860,7,30536924
2018,30535861,1,30542381
2018,30527198,1,30533380
2018,30527207,1,30542386
2018,30530709,4,30536931
2018,30527209,1,30536932
2018,30530738,1,30536964
2018,30535939,1,30533461
2018,30527306,1,30536992
2018,30530758,1,30536994
2018,30535949,7,30533470
2018,30527313,1,30533469
2018,30530766,3,30542480
2018,30527359,1,30542538
2018,30536005,1,30542539
2018,30530845,1,30537076
2018,30536081,1,30542616
2018,30530848,1,30537078
2018,30536086,1,30542623
2018,30527437,1,30533594
2018,30527444,1,30542630
2018,30536106,1,30542642
2018,30527458,3,30533611
2018,30527460,1,30533615
2018,30536130,3,30542667
2018,30536131,1,30542668
2018,30536143,1,30542680
2018,30536142,3,30542679
2018,30527498,1,30537118
2018,30536213,1,30542748
2018,30536223,1,30542757
2018,30536278,1,30542817
2018,30536296,1,30533730
2018,30530944,1,30537176
2018,30530951,1,30533745
2018,30527603,1,30542889
2018,30530986,7,30537211
2018,30530997,1,30542923
2018,30527626,1,30542922
2018,30531011,1,30542959
2018,30531013,1,30537236
2018,30527671,1,30542983
2018,30536441,1,30542990
2018,30531022,7,30533834
2018,30536482,1,30543043
2018,30531052,1,30533871
2018,30527719,1,30543053
2018,30536494,1,30533881
2018,30531063,1,30533889
2018,30536518,1,30543082
2018,30536521,1,30543087
2018,30531074,1,30533915
2018,30527750,1,30537282
2018,30527749,1,30533914
2018,30536547,1,30543106
2018,30527756,1,30537286
2018,30527773,1,30537295
2018,30536586,1,30543147
2018,30527791,1,30537310
2018,30527792,1,30533948
2018,30527813,1,30543201
2018,30536646,7,30543211
2018,30531113,1,30537331
2018,30527829,1,30543218
2018,30531122,1,30537336
2018,30527843,1,30543231
2018,30527847,1,30533998
2018,30536696,1,30534026
2018,30527886,1,30537363
2018,30531153,1,30537374
2018,30527923,1,30534083
2018,30536757,1,30543305
2018,30531182,1,30534125
2018,30527972,1,30534129
2018,30527992,1,30543362
2018,30531217,1,30537438
2018,30528029,1,30534181
2018,30536850,1,30537452
2018,30531249,1,30534196
2018,30536869,1,30543439
2018,30528061,1,30537476
2018,30531263,1,30537482
2018,30536896,1,30543467
2018,30531282,1,30543483
2018,30537049,7,30543620
2018,30537050,1,30543621
2018,30528148,1,30534294
2018,30531349,1,30537564
2018,30528150,1,30534296
2018,30537061,7,30543632
2018,30528159,1,30534303
2018,30528160,1,30534304
2018,30531383,1,30537601
2018,30537115,1,30543684
2018,30537122,1,30543691
2018,30537126,1,30543695
2018,30537127,1,30543696
2018,30537125,1,30543694
2018,30537145,1,30543714
2018,30537153,1,30543723
2018,30528190,7,30534335
2018,30537185,1,30543755
2018,30537192,1,30543761
2018,30537193,3,30543762
