"DATA_YEAR","VICTIM_ID","OFFENSE_ID"
2018,115443597,129154387
2018,115443659,129148170
2018,115443668,129154438
2018,115433750,129154440
2018,115433750,129154442
2018,115443683,129154455
2018,115443681,129154455
2018,115433768,129154468
2018,115443694,129154468
2018,115443931,129154697
2018,115443943,129154715
2018,115444009,129148333
2018,115444113,129154895
2018,115444113,129154896
2018,115444123,129154908
2018,115444542,129148698
2018,115434565,129149042
2018,115445154,129156030
2018,115445169,129158384
2018,115445170,129158384
2018,115434603,129149082
2018,115445190,129149089
2018,115439084,129149089
2018,115445191,129149089
2018,115445189,129149089
2018,115434613,129156080
2018,115445218,129158403
2018,115445218,129158404
2018,115434643,129149137
2018,115434643,129156123
2018,115445257,129156134
2018,115445274,129158425
2018,115445274,129158426
2018,115445300,129158438
2018,115439128,129161183
2018,115445329,129149189
2018,115445329,129161195
2018,115445358,129149216
2018,115445358,129158473
2018,115439143,129161239
2018,115434706,129149227
2018,115445397,129161265
2018,115434713,129158495
2018,115434721,129158503
2018,115445418,129149253
2018,115439179,129161312
2018,115445450,129161331
2018,115445495,129161388
2018,115439210,129161409
2018,115439211,129161409
2018,115434777,129158557
2018,115445533,129161431
2018,115445573,129161472
2018,115445608,129161501
2018,115445613,129158600
2018,115439261,129161549
2018,115439261,129161550
2018,115445693,129161590
2018,115446978,129150393
2018,115440051,129159404
2018,115440050,129159405
2018,115440050,129159404
2018,115440050,129159403
2018,115440051,129159403
2018,115440054,129159403
2018,115440052,129159404
2018,115440052,129159405
2018,115440053,129159404
2018,115440052,129159406
2018,115440054,129159404
2018,115440052,129159403
2018,115440054,129159407
2018,115440054,129159406
2018,115440051,129159405
2018,115447001,129150414
2018,115447001,129150415
2018,115447014,129163036
2018,115447014,129163037
2018,115447015,129163036
2018,115447014,129163035
2018,115447025,129150430
2018,115447025,129163042
2018,115447030,129163047
2018,115447060,129163081
2018,115447060,129163079
2018,115447060,129150468
2018,115447059,129150468
2018,115447063,129163085
2018,115447059,129163079
2018,115447062,129163081
2018,115447059,129163080
2018,115447059,129163081
2018,115447061,129163084
2018,115447061,129163081
2018,115447059,129163082
2018,115447082,129163107
2018,115435871,129163120
2018,115447110,129159477
2018,115435887,129150515
2018,115440123,129159492
2018,115440127,129150539
2018,115440125,129163172
2018,115440127,129163172
2018,115435940,129163205
2018,115447199,129150584
2018,115447210,129150599
2018,115447210,129150601
2018,115435986,129150610
2018,115435999,129150625
2018,115440190,129159559
2018,115440201,129159565
2018,115447263,129159567
2018,115447290,129163337
2018,115447293,129163341
2018,115447293,129159585
2018,115436058,129150689
2018,115436065,129163385
2018,115440241,129159601
2018,115447348,129163408
2018,115447348,129163407
2018,115447373,129159616
2018,115447382,129150737
2018,115440269,129159628
2018,115447407,129163475
2018,115447432,129163507
2018,115436113,129163523
2018,115440295,129150763
2018,115447487,129163571
2018,115447486,129163571
2018,115447488,129163571
2018,115447485,129163570
2018,115447485,129163571
2018,115447512,129163602
2018,115440341,129163619
2018,115447547,129150816
2018,115447560,129163654
2018,115447560,129159710
2018,115447589,129163687
2018,115447605,129163709
2018,115447605,129163711
2018,115447606,129163711
2018,115447615,129163719
2018,115447625,129163738
2018,115447639,129163755
2018,115447639,129163754
2018,115447644,129163757
2018,115447656,129163769
2018,115451230,129163789
2018,115447685,129159774
2018,115447684,129159774
2018,115447687,129159775
2018,115447686,129159774
2018,115447683,129159774
2018,115447688,129159775
2018,115447696,129163807
2018,115440417,129163835
2018,115447722,129163847
2018,115447733,129163857
2018,115447740,129150921
2018,115447754,129163872
2018,115447758,129163876
2018,115447761,129163883
2018,115447761,129163881
2018,115451297,129163893
2018,115440468,129159846
2018,115440468,129159847
2018,115447801,129163933
2018,115447801,129163934
2018,115451322,129159860
2018,115447814,129163943
2018,115447813,129163943
2018,115447816,129163943
2018,115447812,129163943
2018,115447839,129150992
2018,115447869,129164009
2018,115447897,129151029
2018,115447898,129164036
2018,115447909,129164045
2018,115447923,129164063
2018,115447939,129164085
2018,115447944,129164090
2018,115447944,129164091
2018,115448008,129164165
2018,115448010,129164167
2018,115448016,129164179
2018,115448037,129164203
2018,115451473,129159994
2018,115448117,129164278
2018,115448117,129164276
2018,115448128,129166161
2018,115448142,129164305
2018,115448157,129164317
2018,115440657,129164331
2018,115451521,129166185
2018,115451527,129164356
2018,115448193,129164364
2018,115440680,129160075
2018,115448250,129166225
2018,115448287,129164468
2018,115451589,129160116
2018,115451590,129160117
2018,115451589,129160117
2018,115451590,129160116
2018,115440721,129164517
2018,115448337,129164527
2018,115448347,129164546
2018,115448357,129164562
2018,115448359,129164562
2018,115448363,129164572
2018,115451622,129164579
2018,115448412,129164624
2018,115448411,129164624
2018,115448439,129160198
2018,115448451,129164669
2018,115440811,129166326
2018,115448489,129164698
2018,115448504,129164704
2018,123213102,136677892
2018,123213107,136681591
2018,123217082,136676082
2018,123217279,136678085
2018,123213507,136678086
2018,123213508,136686463
2018,123213516,136686474
2018,123213517,136686473
2018,123217283,136678091
2018,123221809,136678097
2018,123221812,136678100
2018,123213531,136678100
2018,118064877,131657726
2018,118064878,131663439
2018,118065140,131658006
2018,118065141,131658009
2018,118065141,131658010
2018,118065142,131658011
2018,118065143,131658012
2018,118065143,131658013
2018,118065149,131658016
2018,118065150,131658017
2018,118065155,131658024
2018,118065155,131658025
2018,118065156,131658027
2018,118065158,131658029
2018,118065158,131658030
2018,118065160,131663978
2018,118065160,131663977
2018,118065162,131658034
2018,118065163,131658035
2018,118065163,131658036
2018,118065165,131658038
2018,118065166,131658039
2018,118069654,131664008
2018,118069654,131664009
2018,118069655,131664007
2018,118069655,131664009
2018,118069654,131664007
2018,118065169,131658044
2018,118065170,131658044
2018,118071773,131653861
2018,118071774,131653861
2018,118065176,131658051
2018,118065176,131658052
2018,118069680,131658053
2018,118069680,131664035
2018,118065177,131658056
2018,118065178,131658057
2018,118065180,131658060
2018,118065180,131658059
2018,118065181,131658061
2018,118065181,131664047
2018,118065183,131664049
2018,118065183,131658067
2018,118069702,131664063
2018,118065187,131658074
2018,118065195,131658082
2018,118065199,131658088
2018,118065199,131658087
2018,118065200,131658089
2018,118065319,131658277
2018,118065371,131658340
2018,118071818,131653903
2018,118065372,131658343
2018,118071825,131653909
2018,118065373,131658344
2018,118065374,131658345
2018,118065375,131658346
2018,118065376,131653923
2018,118065377,131658347
2018,118065378,131658348
2018,118065379,131658349
2018,118065380,131658350
2018,118065381,131658351
2018,118065382,131653927
2018,118065383,131658352
2018,118065384,131658355
2018,118065385,131658357
2018,118065385,131658356
2018,118065386,131658358
2018,118065387,131658360
2018,118065390,131658362
2018,118065389,131658361
2018,118065388,131658361
2018,118065391,131658364
2018,118065391,131658363
2018,118065395,131658365
2018,118065394,131658365
2018,118065400,131658370
2018,118065399,131653945
2018,118065403,131658372
2018,118065405,131658375
2018,118065410,131658380
2018,118071859,131653948
2018,118071859,131653949
2018,118065411,131658381
2018,118065412,131658382
2018,118065415,131658387
2018,118065417,131653953
2018,118070229,131664698
2018,118065444,131658404
2018,118065446,131658406
2018,118065446,131658407
2018,118065455,131658420
2018,118065456,131658421
2018,118065461,131653960
2018,118065462,131653959
2018,118065462,131653960
2018,118065461,131653959
2018,118065464,131658427
2018,118065466,131658429
2018,118065467,131658430
2018,118065476,131658439
2018,118065479,131658442
2018,118065484,131658445
2018,118065489,131658450
2018,118065487,131658448
2018,118065489,131658449
2018,118065494,131653969
2018,118065494,131653970
2018,118065495,131653970
2018,118065501,131658463
2018,118065506,131664766
2018,118065507,131664766
2018,118065512,131658470
2018,118065513,131658471
2018,118065519,131658480
2018,118065518,131658480
2018,118070310,131664785
2018,118070309,131664785
2018,118065521,131658482
2018,118065522,131658483
2018,118065525,131658488
2018,118065529,131658492
2018,118065530,131658493
2018,118065531,131658494
2018,118065532,131658495
2018,118070322,131658496
2018,118070321,131658496
2018,118065533,131658497
2018,118070323,131658496
2018,118065535,131658499
2018,118065539,131658502
2018,118065542,131658503
2018,118065542,131658504
2018,118065544,131658506
2018,118065554,131653997
2018,118065560,131658521
2018,118065599,131658538
2018,118065603,131658541
2018,118065604,131658542
2018,118065605,131658543
2018,118065606,131658544
2018,118065607,131658545
2018,118065614,131658554
2018,118065615,131658555
2018,118065616,131658556
2018,118065617,131658557
2018,118070884,131665346
2018,118065674,131658614
2018,118065675,131658616
2018,118065675,131658615
2018,118065676,131658617
2018,118065677,131665354
2018,118065681,131658621
2018,118065682,131658623
2018,118065702,131665521
2018,118065706,131658645
2018,118065715,131658648
2018,118065719,131658650
2018,118065720,131658651
2018,118065724,131658653
2018,118071091,131654494
2018,118065726,131658655
2018,118065732,131658663
2018,118065735,131658667
2018,118065738,131658670
2018,118065758,131658678
2018,118065758,131658679
2018,118076193,131665704
2018,118076193,131665703
2018,118065765,131658685
2018,118081804,131659809
2018,118081806,131659812
2018,118081806,131659813
2018,118081806,131659811
2018,118081810,131672981
2018,118081812,131669376
2018,118081815,131659821
2018,118081815,131659822
2018,118081816,131659823
2018,118081816,131659825
2018,118081816,131659824
2018,118081819,131659828
2018,118081820,131659831
2018,118081821,131659832
2018,118081824,131659835
2018,118081825,131659837
2018,118081826,131659838
2018,118081827,131659839
2018,118081828,131659841
2018,118081829,131659842
2018,118081830,131659843
2018,118081833,131669447
2018,118079604,131669449
2018,118081834,131673026
2018,118081834,131673027
2018,118081842,131669480
2018,118079634,131669483
2018,118081845,131659856
2018,118081846,131659857
2018,118081847,131659858
2018,118081848,131659859
2018,118081851,131659862
2018,118081854,131659867
2018,118081855,131659868
2018,118081856,131659869
2018,118081857,131659870
2018,118081859,131659871
2018,118081861,131659872
2018,118081862,131659873
2018,118081869,131659878
2018,118081870,131659879
2018,118081871,131659881
2018,118075787,131673169
2018,118081935,131659955
2018,123217560,136682337
2018,123222248,136682356
2018,123214036,136682356
2018,123222254,136686990
2018,118079897,131669757
2018,118079897,131669759
2018,118079898,131669756
2018,118079897,131669758
2018,123222302,136687074
2018,118081975,131659988
2018,118081974,131659987
2018,118081975,131659989
2018,118081976,131659990
2018,118079913,131669777
2018,118076002,131673386
2018,118076000,131673386
2018,118081977,131659991
2018,118082200,131660203
2018,118082200,131660202
2018,118082442,131660443
2018,118080437,131670251
2018,118082498,131660502
2018,118085513,131678676
2018,118085515,131678679
2018,118085515,131678678
2018,118085518,131678683
2018,118085519,131678685
2018,118085523,131678687
2018,118085523,131678688
2018,118085526,131678691
2018,118090145,131678753
2018,118085588,131678756
2018,118090169,131687715
2018,118085592,131678762
2018,118085592,131678761
2018,118085604,131678773
2018,118085605,131678774
2018,118085607,131678777
2018,118085607,131678776
2018,118092946,131682868
2018,118085608,131678778
2018,118085610,131678780
2018,118085612,131678782
2018,118085613,131678784
2018,118085613,131678783
2018,118085614,131682879
2018,118085616,131678787
2018,118085626,131687759
2018,118085627,131678799
2018,118085628,131678801
2018,118085628,131678800
2018,118085629,131678802
2018,118085630,131678803
2018,118085631,131678805
2018,118085631,131678804
2018,118085633,131678812
2018,118085635,131678813
2018,118085634,131678813
2018,118085654,131678829
2018,118085655,131678830
2018,118085655,131678831
2018,118085661,131682930
2018,118085662,131678835
2018,118085666,131678841
2018,118085668,131678844
2018,118085668,131678843
2018,118085669,131678847
2018,118085670,131678847
2018,118085672,131678848
2018,118085676,131678854
2018,118085693,131678867
2018,118085697,131678873
2018,118085697,131678872
2018,118085709,131678886
2018,118085720,131678895
2018,118085734,131678911
2018,118090262,131682990
2018,118090262,131682991
2018,118085743,131678919
2018,118085746,131678924
2018,118085752,131678930
2018,118085753,131687822
2018,118085760,131678938
2018,118085763,131678941
2018,118085771,131678949
2018,118085788,131678965
2018,118085788,131678964
2018,118085787,131678965
2018,118085787,131678964
2018,118085798,131678974
2018,118085804,131678983
2018,118085807,131687845
2018,118085810,131678986
2018,118085809,131678986
2018,118085808,131678986
2018,118085812,131678989
2018,118085822,131678998
2018,118085828,131679004
2018,118085831,131679007
2018,118093106,131683047
2018,118085858,131679033
2018,118085860,131679035
2018,118085865,131679041
2018,118090307,131679047
2018,118090307,131679046
2018,118090308,131679046
2018,118085871,131679050
2018,118085872,131679052
2018,118085872,131679051
2018,118085874,131679054
2018,118085876,131679056
2018,118085881,131679061
2018,118085926,131679118
2018,118085928,131679119
2018,118085934,131679125
2018,118093173,131683116
2018,118085937,131679129
2018,118085937,131679128
2018,118085943,131679134
2018,118085944,131683132
2018,118085944,131679136
2018,118085947,131679138
2018,118085947,131679137
2018,118085949,131683138
2018,118093196,131683142
2018,118085961,131679152
2018,118085990,131679176
2018,118085995,131679179
2018,118085996,131679179
2018,118085998,131679184
2018,118086000,131679186
2018,118090402,131687947
2018,118090409,131687955
2018,118086006,131679192
2018,118086006,131679191
2018,118086014,131679203
2018,118086016,131679205
2018,118086018,131679208
2018,118086018,131679207
2018,118086026,131679219
2018,118086027,131679220
2018,118086087,131679282
2018,118086095,131688024
2018,118086096,131688024
2018,118093343,131688024
2018,118090478,131688024
2018,118093342,131688024
2018,118090477,131688024
2018,118086094,131688024
2018,118086093,131688024
2018,118086097,131688023
2018,118086106,131679300
2018,118086107,131679301
2018,118086115,131679310
2018,118086118,131679314
2018,118096126,131679325
2018,118096130,131679330
2018,118096130,131679331
2018,118096131,131679332
2018,118096134,131679337
2018,118096137,131679341
2018,118096143,131683344
2018,118096146,131679348
2018,118096147,131679349
2018,118090546,131688084
2018,118096159,131683359
2018,118096164,131679362
2018,118096165,131679363
2018,118096168,131679367
2018,118096171,131679368
2018,118096173,131679370
2018,118096177,131679375
2018,118096203,131683373
2018,118096210,131679414
2018,118096212,131688112
2018,118096220,131679421
2018,118096220,131683384
2018,118096223,131679424
2018,118096225,131679426
2018,118096227,131679428
2018,118096226,131679429
2018,118096226,131679428
2018,118097050,131685297
2018,118097050,131685298
2018,118097050,131685299
2018,118097052,131680298
2018,118097052,131680297
2018,118097054,131689776
2018,118097055,131689775
2018,118097054,131689774
2018,118097153,131680392
2018,118095235,131685365
2018,118097156,131680395
2018,118097157,131680397
2018,118097158,131680397
2018,118097159,131680398
2018,118097160,131680399
2018,118097161,131680400
2018,118097162,131680401
2018,118097332,131689939
2018,118097341,131680582
2018,118097342,131680583
2018,118097364,131680603
2018,118097366,131680605
2018,118097374,131680614
2018,118097373,131680613
2018,118102433,131690076
2018,118097659,131690082
2018,118097706,131680968
2018,118097707,131680969
2018,118097708,131680970
2018,118095608,131685777
2018,118102481,131690124
2018,118097741,131681010
2018,118097767,131681036
2018,118097766,131681036
2018,118102513,131681070
2018,118097843,131681113
2018,118095663,131685840
2018,118097865,131681134
2018,118097866,131681135
2018,118097864,131681134
2018,118097868,131691139
2018,118097872,131691143
2018,118097888,131691163
2018,118097893,131691167
2018,118097910,131691188
2018,118097911,131691189
2018,118097913,131691191
2018,118097914,131691192
2018,118102547,131690201
2018,118097934,131691213
2018,118097937,131691216
2018,118097936,131691215
2018,118097939,131691217
2018,118097938,131691217
2018,118097941,131691217
2018,118097940,131691217
2018,118097945,131691220
2018,118097945,131691221
2018,118097948,131691223
2018,118098000,131691283
2018,118097999,131691282
2018,118098003,131691286
2018,118098006,131691289
2018,118098007,131691290
2018,118098013,131691296
2018,118098015,131691300
2018,118098022,131691307
2018,118098022,131691308
2018,118098021,131691306
2018,118098025,131691311
2018,118098024,131691310
2018,118098027,131691313
2018,118098029,131691316
2018,118098036,131691327
2018,118098052,131691345
2018,118098057,131691350
2018,118098067,131691361
2018,118098070,131691364
2018,118098070,131691365
2018,118098071,131691367
2018,118098072,131691369
2018,118098079,131691375
2018,118098084,131691382
2018,118098087,131691385
2018,118098093,131691393
2018,118098104,131691408
2018,118098106,131691411
2018,118098106,131691410
2018,118098131,131691434
2018,118095732,131691447
2018,118098177,131691486
2018,118098190,131691499
2018,118098190,131691500
2018,118098200,131691511
2018,118098206,131691522
2018,118098220,131691534
2018,118098223,131691538
2018,118098225,131691539
2018,118098227,131691541
2018,118098230,131691545
2018,118098231,131691544
2018,118098246,131690284
2018,118098248,131691562
2018,118098255,131691569
2018,118098256,131691570
2018,118098258,131691572
2018,118098258,131691571
2018,118098260,131691574
2018,118098262,131691577
2018,118098263,131691578
2018,118098264,131691579
2018,118098265,131691580
2018,118098266,131691582
2018,118098269,131691584
2018,118098273,131691590
2018,118098275,131691592
2018,118098292,131691610
2018,118098294,131690293
2018,118098302,131691621
2018,118098302,131691620
2018,118098302,131691622
2018,118098318,131691640
2018,118098321,131691644
2018,118098322,131691645
2018,118098325,131691647
2018,118098350,131691662
2018,118098351,131691662
2018,118102664,131691673
2018,118098365,131691682
2018,118098364,131691682
2018,118098389,131691701
2018,118098391,131691702
2018,118098395,131686020
2018,118098401,131691711
2018,118098400,131691711
2018,118098408,131691719
2018,118098407,131691719
2018,118098410,131691721
2018,118098411,131690358
2018,105574443,119286170
2018,105574544,119286272
2018,105574725,119286481
2018,105576494,119288294
2018,105576559,119288381
2018,105577056,119288908
2018,105577147,119288995
2018,105577228,119289083
2018,105577296,119289162
2018,105577521,119289400
2018,105577585,119289475
2018,105578599,119290505
2018,105578716,119290632
2018,105578801,119290710
2018,105578875,119290785
2018,105579804,119291736
2018,105579804,119291729
2018,105579804,119291731
2018,105579950,119291932
2018,105579983,119291968
2018,105580158,119292122
2018,105580346,119292343
2018,105580420,119292410
2018,105580478,119292468
2018,105581563,119293600
2018,105581775,119293826
2018,105581943,119293992
2018,105582271,119294333
2018,105582383,119294438
2018,105582461,119294520
2018,105582451,119294520
2018,105582493,119294552
2018,105582542,119294602
2018,105582599,119294657
2018,105582592,119294657
2018,105582924,119294956
2018,105583209,119295259
2018,105583265,119295306
2018,105583312,119295351
2018,105583319,119295360
2018,105583419,119295471
2018,105583467,119295524
2018,105583725,119295776
2018,105583769,119295831
2018,105583839,119295903
2018,105583839,119295896
2018,105584250,119296297
2018,105584989,119297078
2018,105585035,119297128
2018,105585259,119297364
2018,105585877,119297953
2018,105585879,119297953
2018,105585880,119297953
2018,105586022,119298091
2018,105586023,119298091
2018,105586019,119298091
2018,105586020,119298091
2018,105586026,119298091
2018,105586019,119298090
2018,105586050,119298116
2018,105586087,119298180
2018,105586183,119298252
2018,105586188,119298261
2018,105586183,119298261
2018,105586188,119298257
2018,105586188,119298252
2018,105586183,119298257
2018,105586183,119298263
2018,105586188,119298263
2018,105586266,119298357
2018,105586266,119298363
2018,105586304,119298397
2018,105586331,119298433
2018,105586374,119298471
2018,105586517,119298622
2018,105586640,119298740
2018,105586684,119298791
2018,105586697,119298803
2018,105586740,119298844
2018,105586746,119298844
2018,105586885,119298990
2018,105586941,119299054
2018,105586969,119299083
2018,105587029,119299151
2018,105587277,119299416
2018,105587277,119299414
2018,105587465,119299607
2018,105587462,119299607
2018,105587462,119299609
2018,105588093,119300235
2018,105588170,119300303
2018,105588168,119300299
2018,105588254,119300391
2018,105588331,119300466
2018,105588326,119300466
2018,105588418,119300565
2018,105588529,119300655
2018,105588527,119300658
2018,105588707,119300843
2018,105588707,119300847
2018,105588703,119300840
2018,105588777,119300917
2018,105589151,119301306
2018,105589324,119301460
2018,105589418,119301534
2018,105589484,119301556
2018,105589927,119301978
2018,105590432,119302528
2018,105590518,119302621
2018,105590548,119302649
2018,105590614,119302709
2018,105590679,119302779
2018,105590725,119302824
2018,105590761,119302853
2018,105591183,119303283
2018,105591248,119303347
2018,105591277,119303375
2018,105591277,119303373
2018,105591298,119303415
2018,105591672,119303758
2018,105591704,119303788
2018,105591849,119303942
2018,105591992,119304082
2018,105592562,119304678
2018,105593350,119305537
2018,105593402,119305587
2018,105593432,119305623
2018,105593495,119305677
2018,105593618,119305808
2018,105593731,119305913
2018,105593731,119305914
2018,105593813,119305994
2018,105593846,119306015
2018,105593923,119306101
2018,105594038,119306206
2018,105594083,119306251
2018,105594083,119306256
2018,105594149,119306326
2018,105594197,119306363
2018,105594276,119306442
2018,105594315,119306486
2018,105594369,119306540
2018,105595588,119307815
2018,105595588,119307817
2018,105595944,119308192
2018,105595969,119308219
2018,105596148,119308409
2018,105596179,119308439
2018,105596179,119308436
2018,105597266,119309602
2018,118095356,131685502
2018,105608436,119321003
2018,105609096,119321678
2018,105609356,119321914
2018,118095358,131685505
2018,118095359,131685506
2018,105610248,119322838
2018,105610256,119322854
2018,105610318,119322907
2018,118095370,131685517
2018,118095374,131685522
2018,118095376,131685524
2018,118095377,131680577
2018,118095381,131685528
2018,105611432,119324073
2018,105611432,119324058
2018,105611605,119324218
2018,105611599,119324218
2018,105611769,119324404
2018,105611954,119324585
2018,105612138,119324780
2018,105613335,119325982
2018,105613394,119326042
2018,105613444,119326093
2018,105613512,119326160
2018,105613682,119326332
2018,118095392,131685536
2018,105613895,119326515
2018,118095392,131689958
2018,105613967,119326621
2018,105613979,119326630
2018,118095396,131685542
2018,105614035,119326683
2018,105614075,119326724
2018,105614137,119326777
2018,118095396,131685541
2018,105614180,119326820
2018,105614201,119326845
2018,105614294,119326938
2018,105614400,119327037
2018,105614460,119327102
2018,118095409,131685558
2018,118095425,131685571
2018,118095427,131685574
2018,118095427,131685573
2018,118095430,131685575
2018,118095441,131685586
2018,118095441,131685587
2018,118095447,131685594
2018,105615490,119328127
2018,105615494,119328127
2018,105615490,119328135
2018,105615524,119328179
2018,105615681,119328317
2018,105615681,119328319
2018,118097437,131680680
2018,105615842,119328500
2018,105616470,119328900
2018,105616843,119329170
2018,105616862,119329192
