"DATA_YEAR","PROPERTY_ID","PROP_DESC_ID","PROPERTY_VALUE","DATE_RECOVERED","NIBRS_PROP_DESC_ID"
2018,105698159,42,200,,113241747
2018,105698169,31,2000,,113238691
2018,105703124,63,1,,113241782
2018,105706599,62,1,,113233434
2018,105703141,43,40,30-AUG-18,113238739
2018,105706627,43,40,,113241830
2018,105698207,31,1,,113241838
2018,105706649,43,55,31-AUG-18,113233475
2018,105706651,43,55,,113241858
2018,105706690,3,23000,15-JUL-18,113241905
2018,105703191,3,23000,,113241909
2018,105703191,7,500,,113233520
2018,105706690,7,250,15-JUL-18,113241906
2018,105706719,8,31,,113241934
2018,105703209,8,31,02-AUG-18,113233550
2018,105698298,37,100,,113238880
2018,105698307,36,220,07-AUG-18,113238889
2018,105706753,36,220,,113241976
2018,105706768,21,2,,113241993
2018,105706822,63,10,,113233685
2018,105703327,3,800,,113242097
2018,105706889,2,32,,113233734
2018,105703354,63,4,,113233746
2018,105703354,51,0,,113242124
2018,105703354,9,0,,113242123
2018,105706902,33,700,,113242135
2018,105706918,20,611,,113242155
2018,105706927,3,5,,113242167
2018,105703386,63,150,,113233806
2018,105706952,20,1800,,113242194
2018,105706961,6,278,,113233836
2018,105706970,63,30,,113242214
2018,105703433,20,1000,,113239150
2018,105703457,63,300,05-AUG-18,113242255
2018,105707007,36,100,,113233888
2018,105703457,36,100,05-AUG-18,113233886
2018,105707007,63,300,,113242256
2018,105707110,19,221,,113242376
2018,105698649,20,3000,05-AUG-18,113239320
2018,105707115,20,3000,,113239321
2018,105698660,19,884,,113242392
2018,105698658,19,884,15-AUG-18,113242391
2018,105707144,37,20000,,113234011
2018,105707165,4,50,,113242443
2018,105707216,3,800,,113234081
2018,105707222,16,400,,113242507
