"DATA_YEAR","CRIMINAL_ACT_ID","OFFENSE_ID"
2018,1,124329198
2018,6,124329218
2018,9,124329251
2018,9,124335480
2018,9,124335587
2018,9,124325208
2018,1,124329583
2018,9,124325280
2018,9,124335984
2018,9,124340508
2018,9,124340574
2018,6,124329921
2018,9,124340603
2018,9,124329935
2018,1,124330006
2018,6,124330057
2018,1,124340709
2018,9,124330149
2018,3,124340806
2018,9,124330261
2018,9,124330302
2018,6,124330308
2018,9,124330319
2018,6,124330330
2018,1,124336590
2018,1,124336616
2018,9,124340976
2018,6,124345451
2018,9,124345465
2018,6,124341135
2018,9,124336899
2018,9,124345736
2018,9,124341291
2018,9,124337028
2018,9,124337038
2018,9,124341329
2018,6,124341357
2018,9,124337093
2018,6,124345887
2018,9,124345907
2018,9,124341431
2018,9,124345973
2018,9,124346014
2018,9,124341557
2018,8,124341640
2018,8,124341639
2018,6,124346127
2018,6,124341670
2018,8,124337382
2018,6,124337382
2018,6,124341906
2018,9,124341979
2018,9,124337674
2018,9,124337697
2018,6,124342085
2018,6,124342084
2018,6,124337794
2018,9,124337807
2018,9,124337847
2018,2,124346593
2018,6,124346614
2018,6,124337915
2018,6,124342346
2018,6,124342377
2018,6,124342375
2018,6,124346748
2018,9,124342504
2018,9,124338297
2018,9,124346977
2018,2,124342798
2018,3,124342798
2018,6,124342798
2018,6,124347031
2018,6,124347030
2018,9,124342939
2018,9,124347167
2018,6,124338643
2018,9,124338678
2018,9,124347310
2018,9,124343198
2018,9,124347715
2018,9,124339142
2018,9,124347902
2018,9,124343895
2018,9,124348001
2018,9,124344019
2018,9,124339567
2018,9,124345161
2018,9,124350452
2018,6,124349194
2018,6,124349196
2018,6,124349213
2018,6,124350636
2018,9,124350635
2018,6,124350894
2018,9,124355768
2018,6,124350913
2018,9,124351137
2018,6,124349799
2018,6,124351216
2018,9,124356138
2018,3,124349925
2018,9,124356317
2018,9,124351434
2018,9,124349981
2018,9,124351529
2018,6,124351543
2018,6,124351542
2018,6,124351765
2018,6,124351763
2018,3,124356720
2018,8,124356723
2018,9,124350265
2018,3,124351857
2018,9,124350291
2018,9,124351925
2018,9,124360367
2018,9,124360368
2018,9,124351998
2018,9,124356986
2018,6,124357046
2018,3,124357053
2018,3,124361082
2018,9,124352971
2018,9,124361141
2018,9,124361207
2018,9,124361209
2018,9,124358167
2018,9,124353154
2018,9,124358264
2018,9,124353361
2018,9,124353385
2018,9,124358576
2018,9,124353495
2018,9,124361574
2018,6,124353515
2018,9,124353627
2018,9,124358799
2018,9,124361946
2018,9,124359099
2018,9,124359143
2018,9,124354152
2018,9,124359364
2018,6,124359386
2018,5,124362325
2018,9,124354267
2018,3,124362413
2018,9,124354381
2018,9,124354383
2018,9,124354395
2018,6,124362531
2018,9,124354419
2018,9,124362595
2018,9,124354506
2018,6,124362783
2018,6,124362784
2018,9,124359843
2018,9,124354839
2018,9,124363058
2018,1,124363119
2018,8,124360116
2018,9,124360219
2018,9,124363319
2018,9,124360281
2018,9,124355189
2018,9,124365398
2018,9,124355290
2018,9,124355316
2018,9,124370333
2018,9,124365562
2018,9,124365593
2018,9,124363691
2018,9,124363703
2018,9,124363702
2018,9,124365732
2018,1,124363890
2018,9,124363940
2018,9,124363951
2018,9,124370794
2018,9,124365948
2018,9,124365961
2018,6,124365973
2018,9,124364169
2018,9,124371022
2018,1,124371040
2018,8,124371040
2018,9,124371082
2018,9,124364303
2018,9,124366140
2018,9,124366167
2018,9,124364469
2018,9,124371256
2018,9,124366243
2018,6,124364487
2018,6,124371281
2018,9,124364689
2018,9,124364734
2018,6,124371576
2018,6,124366499
2018,9,124364864
2018,9,124366558
2018,6,124364927
2018,9,124365025
2018,9,124365314
2018,8,124366990
2018,9,124375633
2018,9,124375705
2018,9,124372576
2018,6,124372600
2018,9,124367444
2018,9,124372686
2018,8,124367469
2018,8,124375921
2018,9,126942657
2018,9,126942673
2018,6,126937924
2018,6,126942753
2018,6,126937987
2018,9,126942766
2018,6,126938125
2018,9,126943008
2018,9,124324417
2018,8,124334840
2018,6,124334840
2018,8,124334867
2018,6,124334867
2018,6,126943029
2018,9,126938309
2018,9,126943156
2018,9,124328736
2018,9,126943242
2018,6,126946180
2018,12,124328823
2018,9,124335151
2018,9,124328863
2018,6,126938470
2018,9,124328906
2018,1,124324904
2018,9,124324915
2018,9,124324976
2018,9,124329238
2018,9,126943279
2018,6,126938480
2018,9,126938485
2018,6,126943306
2018,9,124329543
2018,9,124335761
2018,1,124329570
2018,9,124329620
2018,6,126943309
2018,9,126938492
2018,6,126943319
2018,6,126943355
2018,6,124335939
2018,6,124340465
2018,1,124336247
2018,9,124330036
2018,9,124340742
2018,9,124330137
2018,9,124336424
2018,9,124340822
2018,9,124330215
2018,9,124336523
2018,9,124340887
2018,9,124336576
2018,9,124336618
2018,9,124340945
2018,9,126943368
2018,6,124336740
2018,6,124345481
2018,6,124336783
2018,9,126943369
2018,6,126943404
2018,6,124341162
2018,6,124341167
2018,6,124345629
2018,9,124336992
2018,9,124337019
2018,9,124337030
2018,6,124345780
2018,9,124337033
2018,9,124345802
2018,6,124341322
2018,6,124341321
2018,9,124345866
2018,12,126946278
2018,6,126938638
2018,2,126938657
2018,9,126943556
2018,6,124342091
2018,6,124337706
2018,6,124342110
2018,6,124346512
2018,6,124337764
2018,6,124346516
2018,9,124337798
2018,9,124342208
2018,6,124342285
2018,6,124346651
2018,9,124337995
2018,9,124347048
2018,9,124347056
2018,9,124342903
2018,9,124347142
2018,6,124338611
2018,9,124338710
2018,9,126938692
2018,9,124343553
2018,9,124343570
2018,9,124343669
2018,6,124343738
2018,9,126938714
2018,9,126938718
2018,9,124343924
2018,6,124348016
2018,6,124344028
2018,6,126938717
2018,6,126943602
2018,6,126938737
2018,9,126946461
2018,9,124344728
2018,9,126946474
2018,9,124340011
2018,9,124344894
2018,9,124340141
2018,9,124344942
2018,9,124340221
2018,9,137514879
2018,9,137521217
2018,9,137515476
2018,9,137521612
2018,6,137515609
2018,6,137515610
2018,9,137521907
2018,8,137518491
2018,6,137527655
2018,6,137527656
2018,9,137524325
2018,9,137520130
2018,6,137530158
2018,6,137517601
2018,6,137511053
2018,6,137517677
2018,6,137511075
2018,9,137515488
2018,6,137515565
2018,6,137515566
2018,9,137518195
2018,9,137518197
2018,6,137516128
2018,9,137522353
2018,6,137524867
2018,9,137529875
2018,2,136166264
2018,9,136176297
2018,6,136166363
2018,8,136166382
2018,9,136166475
2018,9,136171723
2018,9,136176563
2018,9,136166662
2018,9,136171781
2018,9,136171803
2018,9,136171854
2018,9,136166885
2018,9,136176766
2018,9,136172057
2018,9,136176790
2018,9,136167027
2018,9,136172221
2018,9,136172384
2018,9,136167194
2018,2,136167304
2018,3,136167304
2018,6,136167304
2018,9,136172602
2018,6,136172753
2018,9,136167546
2018,9,136167558
2018,9,136173187
2018,9,136167821
2018,9,136167832
2018,9,136167909
2018,1,136167919
2018,9,136173323
2018,1,136173358
2018,9,136174278
2018,9,136168896
2018,9,136168905
2018,9,136174406
2018,9,136178093
2018,9,136168987
2018,6,136174450
2018,8,136174450
2018,6,136178176
2018,9,136178223
2018,9,136174796
2018,9,136174901
2018,1,136175212
2018,6,136178567
2018,9,136178692
2018,6,136175515
2018,4,136170123
2018,9,136178836
2018,9,136170417
2018,9,136179096
2018,9,136179169
2018,9,136170751
2018,8,136179219
2018,9,136176099
2018,9,136179322
2018,6,136179443
2018,6,136179442
2018,3,136179442
2018,9,136181741
2018,6,136181743
2018,9,136179756
2018,9,136186364
2018,6,136186363
2018,9,136186366
2018,8,136179771
2018,9,136179772
2018,9,136186544
2018,9,136186546
2018,9,136186555
2018,9,136186591
2018,9,136181897
2018,9,136181896
2018,9,136186638
2018,9,136186658
2018,9,136181930
2018,6,136186926
2018,8,136666625
2018,9,136662504
2018,9,136662548
2018,6,136662613
2018,9,136660272
2018,6,136660281
2018,9,136667461
2018,6,131648806
2018,6,131648805
2018,6,131648851
2018,9,131648868
2018,9,131648888
2018,9,131644053
2018,6,131648926
2018,9,131648925
2018,6,131648938
2018,6,131648939
2018,3,131649094
2018,6,131640280
2018,6,131640336
2018,9,131649198
2018,6,131649204
2018,9,131650634
2018,6,131702914
2018,9,131702913
2018,6,131699089
2018,1,131699093
2018,9,131699094
2018,8,131702934
2018,6,131699232
2018,6,131699256
2018,9,131699269
2018,9,131699284
2018,6,131699290
2018,6,131699289
2018,9,131699293
2018,6,131699704
2018,6,131699705
2018,9,131699728
2018,6,131699809
2018,6,131699807
2018,6,131699820
2018,6,131699826
2018,6,131699833
2018,6,131699832
2018,6,131699835
2018,9,131706838
2018,6,131706840
2018,8,131706840
2018,9,131699889
2018,6,131699944
2018,6,131699945
2018,9,131699951
2018,6,131699959
2018,6,131699958
2018,9,131699995
2018,6,131700012
2018,6,131700011
2018,9,131700029
2018,6,131700045
2018,6,131700044
2018,6,131700043
2018,6,131700053
2018,6,131700054
2018,9,131700142
2018,6,131700251
2018,6,131700252
2018,6,131700531
2018,6,131700532
2018,9,131700553
2018,9,131700560
2018,9,131707689
2018,9,131700579
2018,6,131700626
2018,9,131700653
2018,6,131700671
2018,6,131700672
2018,6,131700684
2018,9,131707980
2018,9,131708093
2018,6,131700773
2018,8,131700772
2018,6,131700778
2018,8,131700782
2018,6,131700784
2018,8,131700784
2018,6,131700783
2018,8,131700783
2018,6,131700810
2018,6,131700811
2018,6,131700822
2018,8,131700822
2018,9,131700845
2018,9,131700849
2018,6,131700856
2018,6,131700875
2018,6,131700878
2018,9,131700890
2018,6,131700894
2018,6,131700893
2018,9,131700895
2018,6,131708279
2018,9,131700912
2018,9,131700919
2018,6,131700927
2018,1,131700927
2018,6,131704081
2018,9,131700953
2018,6,131700954
2018,3,131700954
2018,6,131700961
2018,8,131700961
2018,6,131700962
2018,8,131700962
2018,9,131700966
2018,9,131700981
2018,9,131700982
2018,8,131701003
2018,6,131704159
2018,3,131704158
2018,6,131701020
2018,8,131701021
2018,9,131704250
2018,6,131708426
2018,8,131701041
2018,9,131701051
2018,9,131701055
2018,9,131701059
2018,9,131701069
2018,6,131701089
2018,6,131711174
2018,6,131704447
2018,8,131711186
2018,8,131711187
2018,9,136673856
2018,9,136677124
2018,9,136675074
2018,9,136675209
2018,6,136681169
2018,9,136675838
2018,6,136676074
2018,9,131666390
2018,9,131666544
2018,9,131666686
2018,6,131670566
2018,9,131660750
2018,6,131668178
2018,2,131670938
2018,9,131670944
2018,8,131681299
2018,6,131681302
2018,6,131681337
2018,6,131675181
2018,9,131675182
2018,9,131681396
2018,9,131681394
2018,9,131676714
2018,6,131681871
2018,9,131681873
2018,8,131681918
2018,9,131681927
2018,9,131675884
2018,9,131682052
2018,6,131682054
2018,6,131682053
2018,6,131677574
2018,9,131677585
2018,6,131714696
2018,9,131714710
2018,6,131724684
2018,6,131715111
2018,6,131715123
2018,8,131715123
2018,9,131715128
2018,9,131715174
2018,9,131715219
2018,6,131715374
2018,3,131715383
2018,6,131715383
2018,9,131724887
2018,9,131696712
2018,6,131696729
2018,6,131696728
2018,6,131696760
2018,9,131696764
2018,9,131696766
2018,9,131696773
2018,9,131696806
2018,6,131696807
2018,6,131693367
2018,6,131696829
2018,8,131696833
2018,6,131696834
2018,6,131696835
2018,9,131696885
2018,6,131697133
2018,3,131697133
2018,7,131697132
2018,6,131697132
2018,9,131697153
2018,9,131697229
2018,6,131697236
2018,9,131697237
2018,9,131697289
2018,6,131697469
2018,6,131697468
2018,8,131697468
2018,6,131697514
2018,9,131697516
2018,6,131697530
2018,6,131697529
2018,6,131697555
2018,6,131697556
2018,9,131694529
2018,6,131697570
2018,6,131697569
2018,9,136765982
2018,9,136772083
2018,9,131655116
2018,9,131666834
2018,9,131666840
2018,9,131655174
2018,9,131666972
2018,9,131667008
2018,9,131667031
2018,6,131667119
2018,9,131667123
2018,9,131667127
2018,9,131667137
2018,6,131667150
2018,9,131667163
2018,9,131667309
2018,1,131667343
2018,9,131667395
2018,6,131667903
2018,8,131667903
2018,9,131667942
2018,9,131667978
2018,9,131726315
2018,6,131726377
2018,9,131726547
2018,9,131726556
2018,9,131726559
2018,6,131726568
2018,6,131726569
2018,9,136018083
2018,9,136018087
2018,9,136009945
2018,9,136018106
2018,9,136018203
2018,9,136010144
2018,9,136021142
2018,8,136019104
2018,6,136019117
2018,3,136019116
2018,9,136752912
2018,9,136753154
2018,9,136748775
2018,9,136754274
2018,9,136754397
2018,6,136754486
2018,6,136754484
2018,8,136740178
2018,6,136750499
2018,6,136740293
2018,9,136740363
2018,9,136750615
2018,9,136740394
2018,9,136740640
2018,9,136750939
2018,6,136740822
2018,3,136740822
2018,9,136756623
2018,9,136766857
2018,9,136767735
2018,9,136763212
2018,9,136763228
2018,9,136763237
2018,9,136763243
2018,9,136767883
2018,9,136759003
2018,6,136759676
2018,8,136759676
2018,9,136765198
2018,9,136761003
2018,9,136761046
2018,9,136765877
2018,9,136765975
2018,9,136770527
2018,9,135824972
2018,6,135824980
2018,8,135824980
2018,6,135818737
2018,8,135818737
2018,9,135824982
2018,6,135818741
2018,9,135818744
2018,9,135818781
2018,9,135818793
2018,8,135818797
2018,9,135818870
2018,9,135828386
2018,9,135818891
2018,9,135818912
2018,9,135818936
2018,9,135828463
2018,6,135828464
2018,10,135828490
2018,9,135825416
2018,9,135828743
2018,8,135819196
2018,8,135819195
2018,8,135825827
2018,6,135819588
2018,9,135819603
2018,9,135819767
2018,6,135829741
2018,9,135819779
2018,9,135831213
2018,9,135831211
2018,2,135831307
2018,6,135829911
2018,8,135831340
2018,6,135831341
2018,6,135831386
2018,9,135820140
2018,9,135820149
2018,9,135830222
2018,9,135820229
2018,6,135820385
2018,6,135830527
2018,8,135820396
2018,6,135831895
2018,9,135830622
2018,9,135832048
2018,9,135820774
2018,9,135831081
2018,9,135836268
2018,9,135836267
2018,6,135820934
2018,9,135821003
2018,9,135836442
2018,9,135821036
2018,3,135821037
2018,9,135821049
2018,9,135821056
2018,9,135821121
2018,9,135836738
2018,9,135836788
2018,9,135841257
2018,9,135841258
2018,9,135836911
2018,9,136675646
2018,10,136677746
2018,9,136681892
2018,6,136661965
2018,6,136651051
2018,9,136659469
2018,7,131650358
2018,6,131650357
2018,9,131641090
2018,8,131650764
2018,8,131650835
2018,6,131646132
2018,6,131651163
2018,6,131651186
2018,6,131661957
2018,9,131661956
2018,6,131662928
2018,8,131662928
2018,9,131662932
2018,9,131653274
2018,6,131657594
2018,9,131653289
2018,9,131653290
2018,9,131653292
2018,9,131662955
2018,9,131662977
2018,9,131653329
2018,9,131663048
2018,9,131663148
2018,9,131663159
2018,6,131663170
2018,8,131663170
2018,9,131663191
2018,6,131663205
2018,6,131663206
2018,9,131663370
2018,9,131663383
2018,6,131663387
2018,9,131653844
2018,7,131664041
2018,6,131664041
2018,2,131664041
2018,6,131664096
2018,9,131664094
2018,6,131664095
2018,8,131664095
2018,9,131664169
2018,8,131664195
2018,9,131664286
2018,9,131664375
2018,6,131664438
2018,9,131664642
2018,1,131664647
2018,9,131664650
2018,9,131664679
2018,9,131664680
2018,9,131664681
2018,9,131664692
2018,6,131664733
2018,9,131664745
2018,6,131654002
2018,9,131664827
2018,6,131664850
2018,9,131664936
2018,6,131654190
2018,9,131665059
2018,9,131665069
2018,6,131665100
2018,9,131665106
2018,9,131665119
2018,6,131665145
2018,6,131665152
2018,2,131665151
2018,6,131654307
2018,8,131658579
2018,6,131654315
2018,9,131665196
2018,9,131665204
2018,9,131665224
2018,8,131665227
2018,9,131665235
2018,9,131665238
2018,9,131665276
2018,6,131654401
2018,9,131665307
2018,9,131665308
2018,9,131665319
2018,9,131665331
2018,9,131665374
2018,9,131665451
2018,6,131665455
2018,7,131665528
2018,6,131665528
2018,8,131665528
2018,9,131654463
2018,9,131665547
2018,9,131665559
2018,9,131665581
2018,9,131665584
2018,9,131665609
2018,9,131665639
2018,6,131665653
2018,9,131665680
2018,9,131665689
2018,3,131658684
2018,9,131665713
2018,9,131665718
2018,9,131665774
2018,9,131665782
2018,9,131658708
2018,6,131665804
2018,6,131665810
2018,8,131665830
2018,2,131665831
2018,9,131665841
2018,9,131665869
2018,9,131665876
2018,9,131654675
2018,6,131665900
2018,8,131665914
2018,12,131665940
2018,6,131665961
2018,8,131665984
2018,9,131665990
2018,9,131654810
2018,9,131666023
2018,5,131666049
2018,9,131654824
2018,9,131666059
2018,9,131666077
2018,9,131666122
2018,9,131666156
2018,9,131666170
2018,8,131666214
2018,9,131666230
2018,9,131666231
2018,9,131666332
2018,6,131666491
2018,9,131666529
2018,8,131666564
2018,9,136659432
2018,9,136662528
